time,BDOT,RAIN,TS,SMELT,SUBLIM
1980-04-15,19.020256911049525,0.0,260.94166666666655,0.18820958381882447,0.0
1980-04-16,1.301314950083256,0.0,257.60833333333323,0.7292510320853082,0.0
1980-04-17,0.13934623775623256,4.499862532288471e-19,256.5458333333333,0.8625241631502827,0.0
1980-04-18,2.698739426316871,8.470329472543003e-19,257.6708333333333,0.8144693641560082,0.0
1980-04-19,8.206108055705284,0.0,263.57708333333323,0.5465192859394686,0.0
1980-04-20,2.4909500347908806,0.0,261.19166666666655,0.656904521996149,0.0
1980-04-21,4.783425123246952,5.421010862427522e-17,261.26458333333323,0.6458225941239082,0.0
1980-04-22,5.916142890890495,3.3881317890172014e-18,261.7124999999999,0.7743953292183587,0.0
1980-04-23,0.8763941149228459,6.988021814847978e-18,261.01458333333323,0.9664344817291451,0.0
1980-04-24,0.6991342159151723,0.0,260.6499999999999,0.8022304135901916,0.0
1980-04-25,1.6239525570641078,0.0,263.97291666666655,1.219478385333816,0.0
1980-04-26,9.315228846065352,8.470329472543003e-19,262.7749999999999,0.512915991062967,0.0
1980-04-27,6.068057281208437,5.421010862427522e-17,264.82708333333323,2.8989903403781936,0.0
1980-04-28,0.6407545628846596,8.470329472543003e-19,265.1499999999999,4.181781428208275,0.0
1980-04-29,5.139681159711732,0.0,265.2749999999999,3.4963268754439545,0.0
1980-04-30,0.23337266796188547,1.1911400820763599e-19,263.6499999999999,6.361413244977025,0.0
1980-05-01,3.460740652240752,0.0,267.1499999999999,12.839905003461576,0.0
1980-05-02,17.049241839546177,4.3368086899420177e-16,266.8374999999999,0.5022006516210908,0.0
1980-05-03,1.0685871581835653,0.0,264.07708333333323,1.0905405480513586,0.0
1980-05-04,0.007378618767329437,1.3234889800848443e-20,259.0354166666666,1.6433960784563786,0.0
1980-05-05,0.01572304668919464,2.6469779601696886e-20,264.4312499999999,3.9413604842898144,0.0
1980-05-06,4.552558597342089,1.5881867761018131e-19,267.3687499999999,1.2825090869818856,0.0
1980-05-07,0.18867649882506585,4.658681209898652e-18,266.7437499999999,3.1521336748198636,0.0
1980-05-08,9.35895672866344,3.3881317890172014e-17,267.79583333333323,0.7549953116531172,0.0
1980-05-09,2.349805393276322,0.0,265.25416666666655,1.4126063207662622,0.0
1980-05-10,4.2256879765210345,3.3881317890172014e-18,264.6499999999999,1.1660639737403389,0.0
1980-05-11,0.9010669600381901,0.0,258.9624999999999,1.3920137182353731,0.0
1980-05-12,0.018325312341469845,1.0587911840678754e-18,258.9104166666666,1.802573130243959,0.0
1980-05-13,0.03831915678340333,6.462348535570529e-24,264.12916666666655,2.760955840075546,0.0
1980-05-14,1.2554039773773158,0.0,263.0874999999999,2.0586707081245863,0.0
1980-05-15,0.3227702338410252,3.3881317890172014e-18,267.19166666666655,6.819082642947838,0.0
1980-05-16,0.1352630122829932,0.0006457517353236154,266.82708333333323,11.599678999362046,0.0
1980-05-17,3.64215512693312,0.0,267.25416666666655,1.6345171203573683,0.0
1980-05-18,0.3432722313725731,3.3881317890172014e-18,266.31666666666655,4.678324127195659,0.0
1980-05-19,0.24330859826821336,0.0,267.2124999999999,8.122815836988467,0.0
1980-05-20,30.30714412066905,0.0,267.50416666666655,1.0000922196665443,0.0
1980-05-21,8.938614859256859,2.710505431213761e-17,266.7124999999999,0.4888625026409334,0.0
1980-05-22,3.1383459426469598,0.0,264.37916666666655,1.006034011581109,0.0
1980-05-23,0.295848648849647,1.6940658945086007e-18,264.70208333333323,1.8822788349750736,0.0
1980-05-24,0.08026133940554962,0.022153850112749753,267.56666666666655,4.779488565967198,0.0
1980-05-25,0.031060030391428486,0.007867569557071831,266.19166666666655,9.23009719050222,0.0
1980-05-26,0.17827561323618205,9.617852093607679e-05,267.04583333333323,12.081808371659609,0.0
1980-05-27,4.570671222812595,0.10354019055235866,271.26458333333323,12.259811653910193,0.0
1980-05-28,5.334509873618644,0.4446446864027001,271.1187499999999,6.594085399529845,0.0
1980-05-29,1.627680463732465,0.0,269.5562499999999,9.677464562482086,0.0
1980-05-30,9.99945761366183,0.0,267.62916666666655,1.2375408385760207,0.0
1980-05-31,3.8861843860211547,1.3552527156068805e-17,265.95208333333323,1.347890645670558,0.0
1980-06-01,3.954302763572914,0.0,266.1812499999999,1.5041551539565703,0.0
1980-06-02,9.811324543478,0.0,267.5874999999999,0.4157289589193847,0.0
1980-06-03,0.8506920360068821,0.5462161570374278,272.31666666666655,9.112454179398151,0.0
1980-06-04,0.21807680882913036,0.004433294351870751,271.97291666666655,20.212077481251857,0.0
1980-06-05,0.0,0.000636719245795588,271.60833333333323,23.90254906570864,0.0
1980-06-06,0.006075998610316788,0.483831054471433,271.2124999999999,16.09293828840974,0.0
1980-06-07,0.9830980222040946,5.473731019830585,272.62916666666655,16.677241276889923,0.0
1980-06-08,3.4070112108535877,2.7125222743108415,270.42083333333323,7.682198743952061,0.0
1980-06-09,0.1511618809198837,0.35794567514802683,268.19166666666655,17.353760086727725,0.0
