SBD,density,length
0.1,403.72670807453414,0.1
0.2,502.07039337474123,0.1
0.3,471.0144927536232,0.1
0.4,460.6625258799172,0.1
0.5,527.9503105590062,0.1
0.6,517.5983436853003,0.1
0.7,559.0062111801242,0.1
0.8,548.6542443064181,0.1
0.9,548.6542443064181,0.1
1.0,502.07039337474123,0.1
1.1,548.6542443064181,0.1
1.2,553.8302277432712,0.1
1.3,548.6542443064181,0.1
