SBD,density,length
0.1,517.5983436853003,0.1
0.2,569.3581780538302,0.1
0.3,522.7743271221532,0.1
0.4,533.1262939958592,0.1
0.5,548.6542443064181,0.1
0.6,538.3022774327122,0.1
0.7,512.4223602484473,0.1
0.8,517.5983436853003,0.1
0.9,517.5983436853003,0.1
1.0,507.24637681159425,0.1
1.12,548.6542443064181,0.1
