SBD,length,density
0.1,0.1,185.0
0.2,0.1,180.0
0.3,0.1,235.0
0.4,0.1,280.0
0.5,0.1,315.0
0.6,0.1,320.0
0.7,0.1,355.0
1.69,0.93,404.52809729569606
2.62,0.87,466.20991385533074
3.42,0.8,480.0610779626267
4.11,0.69,550.9130383007962
4.83,0.69,525.3552169363262
5.27,0.49,503.85419261383566
5.59,0.32,612.3228035237586
5.96,0.37,677.8578927657609
6.39,0.43,565.0457870656451
