SBD,length,density
0.1,0.1,227.7432712215321
0.2,0.1,238.09523809523807
0.3,0.1,284.6790890269151
0.4,0.1,336.4389233954451
0.5,0.1,383.0227743271222
0.6,0.1,372.6708074534161
0.7,0.1,377.8467908902691
0.8,0.1,414.0786749482402
1.69,0.86,378.21613166490766
2.38,0.88,472.04521580740663
2.6,0.22,605.6429183944085
2.61,0.27,464.45818578394733
3.12,0.51,522.5154590069407
