SBD,length,density
0.1,0.1,212.1212121212121
0.2,0.1,181.81818181818178
0.3,0.1,232.3232323232323
0.4,0.1,313.1313131313131
0.5,0.1,303.030303030303
0.6,0.1,313.1313131313131
0.7,0.1,313.1313131313131
0.8,0.1,318.1818181818182
0.9,0.1,308.080808080808
1.0,0.1,313.1313131313131
1.285,0.265,384.492507571145
1.95,0.665,391.8865942552055
2.4130000000000003,0.465,442.4526064171675
2.81,0.397,454.0751469959559
3.2569999999999997,0.462,475.0140536426734
3.65,0.39299999999999996,488.61178418587957
4.059,0.415,514.6462502869565
4.49,0.431,522.8185422198217
4.84,0.382,538.587596816709
5.34,0.5,517.2903044168713
5.7,0.36,495.3011121836625
6.13,0.43,560.4889662022124
6.555,0.41,563.9343673428567
6.92,0.365,579.7774271172904
7.22,0.313,588.4559083065386
7.63,0.41,602.1672058067793
7.845,0.225,513.8068680234916
8.125,0.28,608.8238160750515
8.42,0.295,631.0038382075343
8.823,0.35,655.0104503979863
9.14,0.317,698.4729519059657
9.57,0.406,646.7094043127775
9.9,0.33,641.268972417609
10.208,0.32799999999999996,692.9701971585952
10.53,0.322,699.7974897414384
10.74,0.23,681.5419030525313
11.12,0.38,660.0195271666619
11.402000000000001,0.29100000000000004,646.4108771219884
11.76,0.358,645.8466218172381
12.136,0.307,651.016817818094
12.49,0.354,664.2145665342466
12.720999999999998,0.28,706.7954646388528
13.045,0.324,622.9061606217001
13.3,0.255,645.4602728909267
13.63,0.33,760.0224858282774
14.01,0.385,671.8055901517808
14.37,0.36,647.7014543940202
14.715,0.36200000000000004,682.0125811623742
15.11,0.395,689.5219822971337
15.44,0.365,703.2485458552318
15.85,0.41,707.3075115825661
16.225,0.32,710.2944520875599
16.58,0.355,728.577893544889
17.017,0.46,822.109920557116
17.43,0.413,797.057479841096
17.750999999999998,0.285,770.0227816944389
18.07,0.319,761.6604653235969
18.512999999999998,0.431,800.139682005988
18.97,0.457,788.9183079098228
19.218,0.28300000000000003,810.0835958985696
19.53,0.312,791.3094691691649
19.79,0.268,811.5561933270113
20.07,0.28,783.773188510411
20.378,0.292,791.8256527759289
20.66,0.282,785.1628572843656
20.984,0.3,849.0876208862786
21.28,0.29600000000000004,781.1253061167947
21.535,0.243,870.8590983449011
21.78,0.245,815.7639308985911
22.005,0.28,825.7610378948973
22.29,0.285,838.7748157742996
22.686999999999998,0.32,771.5267324399358
22.99,0.303,769.5462824483409
23.35,0.375,773.3228793302721
23.75,0.4,759.2802763694606
24.07,0.299,786.3945035221516
24.35,0.28,853.7529374845549
24.585,0.245,871.7477300779062
24.85,0.265,872.5022287191367
25.3,0.47,887.9983465570081
25.76,0.46,877.4852001801343
