SBD,length,density
0.16,0.15,548.6412319572878
0.33,0.17,633.9341965893029
0.87,0.54,569.6869935006229
1.15,0.3,581.2984481452214
1.75,0.6,578.0327265264281
2.15,0.39,607.9266398061521
2.53,0.38,608.4555016067665
2.74,0.22,783.7731885104112
3.015,0.275,612.7681291990485
3.33,0.315,634.4830573655707
3.535,0.21,765.1119221173061
3.79,0.255,778.9230156026879
4.07,0.28,986.8238038932003
4.315,0.255,702.1263867127221
4.56,0.245,583.8310485842858
5.025,0.26,602.9024527003161
5.47,0.445,616.4508224239187
5.85,0.46,664.5033554762181
6.32,0.47,733.7451126480443
6.7,0.38,809.5552012903587
7.08,0.38,768.3039808424425
7.43,0.36,751.1159723224772
7.79,0.36,794.6589272397222
8.11,0.32,789.8964165456485
8.46,0.35,783.7731885104112
8.81,0.35,789.3715684283426
9.2,0.39,803.869936933755
9.56,0.35,817.363468018
9.9,0.34,760.7210359071636
10.26,0.36,838.2018821569674
10.66,0.4,739.6859466567004
10.945,0.29,770.2598576740246
11.2,0.255,837.5615445846548
11.615,0.41,745.5403500464886
11.97,0.355,706.4997755586803
12.28,0.315,765.111922117306
12.61,0.33,795.6485398514778
12.985,0.375,836.024734411105
13.25,0.265,746.8027550901086
13.59,0.345,761.0551250753266
13.96,0.37,799.6604828721086
14.3,0.39,653.1443237586759
14.68,0.38,696.1143450585887
15.46,0.38,725.435203345607
15.82,0.375,715.8461788395088
16.22,0.4,705.3958696593699
16.555,0.32,796.0196445808862
16.87,0.315,845.977409820761
17.2,0.325,844.0634337804427
17.55,0.35,828.5602278538631
17.915,0.365,826.7196645931732
18.21,0.295,836.9103538331507
18.3,0.09,870.8590983449011
18.58,0.3,875.2133938366256
18.87,0.29,851.3398426923429
19.19,0.32,851.1286968980244
19.63,0.44,850.572039803912
20.04,0.43,852.1255014619003
20.34,0.28,881.7448370742123
20.63,0.29,858.0965081105362
21.07,0.445,871.8375917138278
21.56,0.31,865.9429582735994
21.805,0.225,870.8590983449012
22.06,0.255,883.6658497911496
22.44,0.385,905.9196594470984
22.82,0.38,871.4320319622333
23.085,0.265,894.6844887713182
23.34,0.255,868.2977480556514
23.66,0.38,855.9628242942646
24.02,0.36,843.6447515216229
24.595,0.235,892.167352878872
24.84,0.245,935.7292148542664
25.1,0.265,946.4430955597416
25.46,0.36,898.0734451681792
