SBD,length,density
0.1,0.1,297.9797979797979
0.2,0.1,393.93939393939394
0.3,0.1,373.7373737373737
0.4,0.1,404.040404040404
0.5,0.1,338.3838383838384
0.6,0.1,373.7373737373737
0.7,0.1,414.1414141414141
0.8,0.1,439.3939393939394
0.9,0.1,444.4444444444444
1.0,0.1,424.2424242424242
1.1,0.1,464.6464646464646
1.2,0.1,434.3434343434343
1.3,0.1,454.54545454545445
1.4,0.1,434.3434343434343
1.785,0.325,434.0897659442276
2.29,0.505,442.327443020727
2.745,0.47,458.5906954050276
3.17,0.425,474.874343626896
3.54,0.365,472.41123691038473
4.04,0.5,493.7771087615589
4.49,0.435,509.00212817055433
4.9,0.41,525.7015288789343
5.285,0.38,525.9530607109338
5.76,0.475,536.2658658229128
6.095,0.33,534.3908103480076
6.6,0.505,543.2091405517699
7.02,0.445,563.6121805018685
7.41,0.39,552.6605816419566
7.76,0.415,561.8615026068609
8.2,0.44,534.3908103480076
8.65,0.455,594.289560518883
9.0,0.35,610.2234110545344
9.385,0.33,593.7675670533416
9.86,0.475,618.7683067187455
10.25,0.375,621.7933962182593
10.65,0.4,622.1199683801387
11.13,0.475,664.1446492114535
11.495,0.38,690.9579425025993
11.85,0.355,651.3044805931584
12.185,0.33,688.7703777818763
12.59,0.405,687.0110664720886
12.98,0.39,633.047575335332
13.39,0.41,659.516463502663
13.755,0.355,712.0193050552325
14.18,0.425,737.6688833039162
14.565,0.395,754.009649706218
15.03,0.465,699.4965015738077
15.355,0.33,688.7703777818763
15.78,0.425,746.8897443452151
16.155,0.37,714.9282462763884
16.63,0.475,651.7692830770786
16.99,0.35,794.9699483462741
17.41,0.42,690.4668565448859
17.81,0.365,719.3534743862676
18.22,0.41,678.6328827346242
18.545,0.33,795.6485398514778
18.91,0.365,783.773188510411
19.3,0.37,746.7028349997835
19.64,0.34,749.1949596055398
19.925,0.295,836.9103538331507
20.27,0.345,704.2599664876157
20.625,0.38,721.8963578385365
21.04,0.415,717.671835262545
21.51,0.445,739.7409869087023
21.96,0.45,757.647415560064
22.3,0.355,772.7341295173065
22.66,0.36,772.8874497810997
22.99,0.33,771.8978371693441
23.35,0.36,789.2160578750667
23.55,0.11,783.7731885104112
23.82,0.3,862.1505073614521
24.42,0.6,738.0530858473038
24.685,0.31,872.2637097938446
25.08,0.395,863.1426253215918
25.25,0.17,760.7210359071636
25.575,0.31,821.6976976318826
25.77,0.195,703.3861948170355
25.99,0.22,837.2122695452118
26.27,0.275,762.3975560964906
26.595,0.325,795.8312375644174
26.76,0.165,736.2717831461438
27.06,0.31,846.9807037128636
27.37,0.31,859.6222067533541
27.67,0.31,884.9052128343351
28.01,0.34,858.6926844709649
