SBD,mass,length,diameter,volume,layer_top,layer_bottom,layer_density,layer_SWE,cumulative_density,cumulative_SWE,ice_lens_height_all,ice_lens_thick_all,ice_lens_height_sum,ice_lens_thick_sum,density_no_ice,annual_layer_depth,annual_layer_year,LWC,temperature,grain_size,measurement_type,Comments
26.0,380,24.0,5.7,612.4220718907943,0.0,26.0,0.620487107570742,0.16132664796839294,0.6204871075707421,0.16132664796839294,,,,0.0,0.6204871075707421,0.0,2019.0,,,,C,
52.5,400,26.5,5.7,676.216037712752,26.0,52.5,0.5915269347248385,0.1567546377020822,0.6058691155628096,0.3180812856704751,,,,0.0,0.5915269347248384,,,,,,C,
84.0,520,31.5,5.7,803.8039693566676,52.5,99.0,0.6469239016276408,0.30081961425685294,0.6251524241690182,0.618900899927328,,,,0.0,0.6469239016276407,,,,,,C,
147.5,510,33.5,5.7,854.8391420142337,99.0,147.5,0.5966034718512083,0.289352683847836,0.6157651415424841,0.908253583775164,,,,0.0,0.5966034718512084,,,,,,C,
181.0,540,33.5,5.7,854.8391420142337,147.5,181.0,0.6316977937248088,0.21161876089781095,0.6187140025817541,1.119872344672975,,,,0.0,0.6316977937248087,,,,,,C,
207.0,440,26.0,5.7,663.4572445483606,181.0,206.25,0.6631926979703477,0.1674561562375128,0.6241592731687213,1.2873285009104878,,,,0.0,0.6631926979703477,,,,,,C,
253.5,790,48.0,5.7,1224.8441437815886,206.25,253.5,0.6449800197116924,0.30475305931377467,0.6280400632048372,1.5920815602242624,,,,0.0,0.6449800197116924,,,,,,C,
284.0,500,30.5,5.7,778.2863830278844,253.5,286.0,0.642437039762632,0.20879203792285542,0.629676083268223,1.8008735981471178,,,,0.0,0.642437039762632,279.0,2018.0,,,,C,Taken from stake summary
308.0,350,20.0,5.7,510.3517265756619,286.0,308.0,0.6858015399466096,0.15087633878825413,0.6336850444595363,1.951749936935372,,,,0.0,0.6858015399466096,,,,,,C,
348.5,700,40.5,5.7,1033.4622463157154,308.0,348.5,0.6773348542682563,0.2743206159786438,0.63875769093659,2.226070552914016,,,,0.0,0.6773348542682563,333.5,,,,,C,Max S. estimated all SS dates by just counting back years
379.0,485,30.5,5.7,778.2863830278844,348.5,380.25,0.623163928569753,0.19785454732089658,0.6374556476620414,2.4239251002349125,,,,0.0,0.623163928569753,,,,,,C,
419.5,470,38.0,5.0,746.1282552275758,380.25,419.5,0.6299185116058175,0.24724301580528338,0.6367504448248381,2.671168116040196,,,,0.0,0.6299185116058176,,,,,,C,
451.0,355,31.5,4.8,570.0105710673321,419.5,451.0,0.6227954673459308,0.1961805722139682,0.6357757623623425,2.867348688254164,,,,0.0,0.6227954673459307,,,,,,C,
