SBD,mass,length,diameter,volume,layer_top,layer_bottom,layer_density,layer_SWE,cumulative_density,cumulative_SWE,ice_lens_height_all,ice_lens_thick_all,ice_lens_height_sum,ice_lens_thick_sum,density_no_ice,annual_layer_depth,annual_layer_year,LWC,temperature,grain_size,measurement_type,Comments
10.0,485.0,10.0,,966.0,0.0,10.0,0.5020703933747412,0.05020703933747413,0.5020703933747412,0.05020703933747413,,0.0,,0.0,0.5020703933747412,,,,,,P,
20.0,485.0,10.0,,966.0,10.0,20.0,0.5020703933747412,0.05020703933747413,0.5020703933747412,0.10041407867494825,,0.0,,0.0,0.5020703933747412,,,,,,P,
30.0,505.0,10.0,,966.0,20.0,30.0,0.5227743271221532,0.05227743271221533,0.5089717046238786,0.15269151138716358,,0.0,,0.0,0.5227743271221533,,,,,,P,
40.0,510.0,10.0,,966.0,30.0,40.0,0.5279503105590062,0.052795031055900624,0.5137163561076604,0.2054865424430642,,0.0,,0.0,0.5279503105590062,,,,,,P,
50.0,515.0,10.0,,966.0,40.0,50.0,0.5331262939958592,0.05331262939958591,0.5175983436853002,0.2587991718426501,,0.0,,0.0,0.5331262939958591,,,,,,P,
60.0,495.0,10.0,,966.0,50.0,60.0,0.5124223602484472,0.05124223602484472,0.516735679779158,0.31004140786749484,,0.0,,0.0,0.5124223602484471,,,,,,P,
70.0,495.0,10.0,,966.0,60.0,70.0,0.5124223602484472,0.05124223602484472,0.5161194912747709,0.3612836438923396,,0.0,,0.0,0.5124223602484471,,,,,,P,
80.0,515.0,10.0,,966.0,70.0,80.0,0.5331262939958592,0.05331262939958591,0.5182453416149069,0.4145962732919255,,0.0,,0.0,0.5331262939958591,,,,,,P,
90.0,530.0,10.0,,966.0,80.0,90.0,0.5486542443064182,0.05486542443064182,0.5216241085806304,0.4694616977225673,,0.0,,0.0,0.5486542443064182,,,,,,P,
100.0,530.0,10.0,,966.0,90.0,105.0,0.5486542443064182,0.08229813664596274,0.5254855565414572,0.55175983436853,,0.0,,0.0,0.5486542443064183,,,,,,P,
126.5,250.0,16.5,5.7,421.0401744249211,105.0,126.5,0.5937675670533417,0.12766002691646844,0.5370907994347813,0.6794198612849984,,0.0,,0.0,0.5937675670533417,,,,,,C,
132.5,95.0,6.0,5.7,153.10551797269858,126.5,132.5,0.620487107570742,0.03722922645424452,0.5408672360296173,0.716649087739243,,0.0,,0.0,0.620487107570742,,,,,,C,
164.0,425.0,31.5,5.7,803.8039693566676,132.5,164.0,0.5287358811379756,0.16655180255846233,0.5385371282303081,0.8832008902977053,,0.0,,0.0,0.5287358811379756,,,,,,C,
198.0,445.0,34.0,5.7,867.5979351786253,164.0,197.0,0.5129103954222543,0.1692604304893439,0.5342443252726138,1.0524613207870492,,0.0,,0.0,0.5129103954222541,,,,,,C,
238.0,590.0,42.0,5.7,1071.73862580889,197.0,238.0,0.5505073585965983,0.22570801702460527,0.5370459402569977,1.2781693378116545,,0.0,,0.0,0.5505073585965983,,,,,,C,
251.5,200.0,13.5,5.7,344.48741543857176,238.0,251.5,0.5805727322299341,0.0783773188510411,0.5393823684543522,1.3565466566626956,,0.0,,0.0,0.580572732229934,,,,,,C,
258.5,120.0,7.0,5.7,178.62310430148167,251.5,258.5,0.6718055901517809,0.047026391310624666,0.5429682970883251,1.4035730479733202,0.0,1.5,0.0,1.5,0.6095707511022667,,,,,,C,
289.0,395.0,30.5,5.7,778.2863830278844,258.5,288.5,0.5075252614124792,0.15225757842374377,0.5392827127892769,1.5558306263970638,,0.0,,0.0,0.5075252614124792,,,,,,C,
294.5,100.0,6.5,5.7,165.86431113709014,288.5,294.5,0.6029024527003161,0.036174147162018964,0.5405788704784661,1.5920047735590828,,0.25,,0.25,0.5899851680351124,,,,,,C,
336.0,565.0,41.5,5.7,1058.9798326444986,294.5,334.75,0.5335323512149183,0.21474677136400458,0.5397316041592494,1.8067515449230873,,0.0,,0.0,0.5335323512149182,,,,,,C,
353.0,335.0,19.5,5.7,497.59293341127034,334.75,353.0,0.6732410721820198,0.12286649567321861,0.5466340058346475,1.929618040596306,10.0,3.5,10.0,3.5,0.6194338689709736,,,,,,C,
375.5,335.0,22.5,5.7,574.1456923976197,353.0,375.5,0.5834755958910838,0.13128200907549384,0.5488415578353661,2.0609000496717997,,0.0,,0.0,0.5834755958910838,,,,,,C,
398.0,355.0,22.5,5.7,574.1456923976197,375.5,398.0,0.6183099598248798,0.13911974096059795,0.5527687916161803,2.2000197906323975,22.5,0.2,22.5,0.2,0.6157835917515604,,,,,,C,
421.0,345.0,23.0,5.7,586.9044855620111,398.0,418.25,0.5878298913828083,0.11903555300501868,0.5544663104931061,2.3190553436374164,,0.0,,0.0,0.5878298913828083,,,,,,C,
429.5,235.0,14.0,5.7,357.24620860296335,418.25,429.5,0.6578096403569521,0.07400358454015711,0.5571732079575258,2.3930589281775734,0.0,2.5,0.0,2.5,0.5886123947446527,,,,,,C,
464.5,530.0,35.0,5.7,893.1155215074083,429.5,464.5,0.5934282713007398,0.20769989495525895,0.5599050211265517,2.6007588231328325,15.0,0.5,15.0,0.5,0.5889852027688666,,,,,,C,
484.0,295.0,19.5,5.7,497.59293341127034,464.5,484.0,0.5928540784886442,0.11560654530528564,0.561232514140107,2.716365368438118,19.5,0.3,19.5,0.3,0.5880549234650293,,,,,,C,
507.0,345.0,23.0,5.7,586.9044855620111,484.0,501.25,0.5878298913828083,0.10140065626353444,0.5621478353519507,2.8177660247016525,0.0,0.5,0.0,0.5,0.5785113806778175,,,,,,C,
509.5,235.0,14.0,5.7,357.24620860296335,501.25,509.5,0.6578096403569521,0.05426929532944855,0.5636968243436901,2.872035320031101,,0.0,,0.0,0.6578096403569521,,,,,,C,
543.5,510.0,34.0,5.7,867.5979351786253,509.5,543.5,0.5878298913828082,0.19986216307015478,0.5652065286294858,3.0718974831012558,,0.0,,0.0,0.5878298913828083,,,,,,C,
572.0,435.0,28.5,5.7,727.2512103703182,543.5,571.0,0.5981426964947874,0.1644892415360665,0.5667927713900739,3.236386724637322,,0.0,,0.0,0.5981426964947872,,,,,,C,
601.5,435.0,31.5,5.7,803.8039693566676,571.0,601.5,0.5411767254000456,0.16505890124701392,0.5654938696399561,3.401445625884336,,0.0,,0.0,0.5411767254000456,,,,,,C,
632.0,435.0,30.5,5.7,778.2863830278844,601.5,632.0,0.5589202245934898,0.17047066850101436,0.5651766288584416,3.5719162943853506,,0.0,,0.0,0.5589202245934897,,,,,,C,
666.5,475.0,34.5,5.7,880.3567283430168,632.0,666.5,0.5395540065832539,0.1861461322712226,0.563850326580131,3.7580624266565734,,0.0,,0.0,0.5395540065832539,,,,,,C,
700.0,470.0,33.5,5.7,854.8391420142337,666.5,700.5,0.5498110426864077,0.1869357545133786,0.5631689052348254,3.944998181169952,,0.0,,0.0,0.5498110426864077,,,,,,C,
728.0,390.0,27.0,5.7,688.9748308771435,700.5,728.0,0.5660584139241858,0.15566606382915107,0.5632780556317449,4.100664244999103,,0.0,,0.0,0.5660584139241858,,,,,,C,
755.5,395.0,27.5,5.7,701.7336240415352,728.0,755.5,0.5628916535665678,0.15479520473080613,0.5632639906988629,4.255459449729909,,0.0,,0.0,0.5628916535665677,,,,,,C,
780.0,350.0,24.5,5.7,625.1808650551858,755.5,779.5,0.5598379917931507,0.1343611180303562,0.5631585077306306,4.389820567760266,,0.0,,0.0,0.5598379917931507,,,,,,C,
806.0,395.0,27.0,5.7,688.9748308771435,779.5,806.0,0.5733155730770599,0.15192862686542088,0.5634924559088941,4.5417491946256865,,0.0,,0.0,0.5733155730770598,,,,,,C,
832.0,380.0,26.0,5.7,663.4572445483606,806.0,832.0,0.5727573300653003,0.14891690581697806,0.5637819832262817,4.690666100442664,,0.0,,0.0,0.5727573300653002,,,,,,C,
858.5,385.0,26.5,5.7,676.216037712752,832.0,858.5,0.569344674672657,0.1508763387882541,0.563953691232489,4.841542439230918,,0.0,,0.0,0.5693446746726569,,,,,,C,
884.5,350.0,26.0,5.7,663.4572445483606,858.5,884.5,0.5275396461127766,0.1371603079893219,0.5628832953329835,4.97870274722024,,0.0,,0.0,0.5275396461127766,,,,,,C,
900.5,200.0,16.0,5.7,408.28138126052954,884.5,900.5,0.48985824281900686,0.0783773188510411,0.5615857930118024,5.057080066071281,,0.0,,0.0,0.4898582428190068,879.0,,,,,C,
931.5,480.0,31.0,5.7,791.0451761922759,900.5,931.5,0.606792145943544,0.18810556524249866,0.5630902449075447,5.245185631313779,,0.0,,0.0,0.6067921459435441,,,,,,C,
967.0,525.0,35.5,5.7,905.8743146718,931.5,966.5,0.57955059713798,0.202842708998293,0.5636863259505507,5.448028340312073,31.0,7.0,31.0,7.0,0.49943824642247486,,,,,,C,
988.0,355.0,22.0,5.7,561.3868992332281,966.5,988.0,0.632362458911809,0.13595792866603895,0.5651807964552744,5.583986268978111,,0.0,,0.0,0.6323624589118091,,,,,,C,
1021.0,480.0,33.0,5.7,842.0803488498422,988.0,1018.75,0.570016864371208,0.17528018579414645,0.5653267685666019,5.759266454772257,0.0,3.0,0.0,3.0,0.534343011870798,,,,,,C,
1044.5,460.0,28.0,5.7,714.4924172059267,1018.75,1044.5,0.6438136905621233,0.16578202531974676,0.5672617022586888,5.925048480092004,20.0,3.0,20.0,3.0,0.6100308805263593,,,,,,C,
1078.5,515.0,34.0,5.7,867.5979351786253,1044.5,1078.5,0.5935929295336201,0.20182159604143085,0.5680918012177502,6.126870076133435,,0.0,,0.0,0.5935929295336201,,,,,,C,
1107.0,415.0,28.5,5.7,727.2512103703182,1078.5,1106.75,0.5706418828628431,0.16120633190875316,0.5681568925269652,6.288076408042188,,0.0,,0.0,0.5706418828628431,,,,,,C,
1134.5,510.0,28.0,5.7,714.4924172059267,1106.75,1134.5,0.7137934395362672,0.19807767947131413,0.5717191791550025,6.486154087513502,0.0,10.5,0.0,10.5,0.6004503157757342,,,,,,C,
