SBD,mass,length,diameter,volume,layer_top,layer_bottom,layer_density,layer_SWE,cumulative_density,cumulative_SWE,ice_lens_height_all,ice_lens_thick_all,ice_lens_height_sum,ice_lens_thick_sum,density_no_ice,annual_layer_depth,annual_layer_year,LWC,temperature,grain_size,measurement_type,Comments
10.0,400,10.0,,990.0,0.0,10.0,0.40404040404040403,0.04040404040404041,0.40404040404040403,0.04040404040404041,,,,0.0,0.40404040404040403,,,,,,P,
20.0,440,10.0,,990.0,10.0,20.0,0.4444444444444444,0.044444444444444446,0.4242424242424243,0.08484848484848485,,,,0.0,0.4444444444444444,,,,,,P,
30.0,480,10.0,,990.0,20.0,30.0,0.48484848484848486,0.048484848484848485,0.4444444444444444,0.13333333333333333,,,,0.0,0.4848484848484848,,,,,,P,
40.0,405,10.0,,990.0,30.0,40.0,0.4090909090909091,0.04090909090909091,0.43560606060606066,0.17424242424242425,,,,0.0,0.40909090909090906,,,,,,P,
50.0,480,10.0,,990.0,40.0,50.0,0.48484848484848486,0.048484848484848485,0.4454545454545455,0.22272727272727275,,,,0.0,0.4848484848484848,,,,,,P,
60.0,425,10.0,,990.0,50.0,60.0,0.4292929292929293,0.04292929292929292,0.4427609427609428,0.26565656565656565,,,,0.0,0.42929292929292917,,,,,,P,
70.0,535,10.0,,990.0,60.0,78.5,0.5404040404040404,0.09997474747474748,0.4657723734156855,0.36563131313131314,,,,0.0,0.5404040404040404,,,,,,P,
145.0,785,58.0,5.7,1480.0200070694195,78.5,144.35,0.5303982353281661,0.3492672379635974,0.4952535857948808,0.7148985510949105,,,,0.0,0.5303982353281661,,,,,,C,
189.9,525,46.2,5.7,1178.912488389779,144.35,189.89999999999998,0.4453256752900063,0.2028458450945978,0.4832777231119054,0.9177443961895083,,,,0.0,0.44532567529000633,,,,,,C,
236.0,535,46.1,5.7,1176.3607297569008,189.89999999999998,235.65,0.4547924683872775,0.2080675542871796,0.47774748588019855,1.125811950476688,,,,0.0,0.45479246838727755,,,,,,C,
274.0,465,38.7,5.7,987.5305909239058,235.65,274.0,0.47087148922137095,0.18057921611639574,0.4767850972967459,1.3063911665930836,,,,0.0,0.47087148922137095,,,,,,C,
307.0,400,33.0,5.7,842.0803488498422,274.0,307.3,0.47501405364267335,0.1581796798630103,0.4765931814045212,1.4645708464560938,,,,0.0,0.47501405364267335,,,,,,C,
350.2,530,42.6,5.7,1087.0491776061601,307.3,350.20000000000005,0.48755843886211003,0.20916257027184534,0.47793644109878325,1.6737334167279392,,,,0.0,0.48755843886211,,,,,,C,
387.0,485,36.8,5.7,939.0471768992178,350.20000000000005,387.6,0.5164809734069965,0.19316388405421658,0.48165565035659336,1.8668973007821559,,,,0.0,0.5164809734069965,,,,,,C,
