SBD,mass,length,diameter,volume,layer_top,layer_bottom,layer_density,layer_SWE,cumulative_density,cumulative_SWE,ice_lens_height_all,ice_lens_thick_all,ice_lens_height_sum,ice_lens_thick_sum,density_no_ice,annual_layer_depth,annual_layer_year,LWC,temperature,grain_size,measurement_type,Comments
10.0,475.0,10.0,,966.0,0.0,10.0,0.4917184265010352,0.04917184265010352,0.4917184265010352,0.04917184265010352,,,,0.0,0.4917184265010352,,,,,,P,
20.0,520.0,10.0,,966.0,10.0,20.0,0.5383022774327122,0.05383022774327122,0.5150103519668736,0.10300207039337474,,,,0.0,0.5383022774327121,,,,,,P,
30.0,505.0,10.0,,966.0,20.0,30.0,0.5227743271221532,0.05227743271221533,0.5175983436853003,0.15527950310559008,,,,0.0,0.5227743271221533,,,,,,P,
40.0,515.0,10.0,,966.0,30.0,40.0,0.5331262939958592,0.05331262939958591,0.52148033126294,0.208592132505176,,,,0.0,0.5331262939958591,,,,,,P,
50.0,555.0,10.0,,966.0,40.0,50.0,0.5745341614906833,0.05745341614906833,0.5320910973084887,0.26604554865424435,,,,0.0,0.5745341614906833,,,,,,P, 
60.0,515.0,10.0,,966.0,50.0,60.0,0.5331262939958592,0.05331262939958591,0.5322636300897171,0.31935817805383027,,,,0.0,0.5331262939958591,,,,,,P,
70.0,470.0,10.0,,966.0,60.0,70.0,0.4865424430641822,0.048654244306418216,0.5257320319432122,0.3680124223602485,,,,0.0,0.48654244306418215,,,,,,P,
80.0,475.0,10.0,,966.0,70.0,,0.4917184265010352,,,,,,,0.0,,,,,,,P,
,,10.0,,966.0,,,,,,,,,,0.0,,,,,,,P,
,,10.0,,966.0,,,,,,,,,,0.0,,,,,,,P,
100.29999999999998,220.0,13.5,5.7,344.48741543857176,,100.29999999999998,0.6386300054529276,,,,,,,0.0,,,,,,,C,top of core 80 cm below Snow Surface
113.69999999999999,190.0,13.4,5.7,341.9356568056935,100.29999999999998,113.69999999999999,0.5556600963320077,0.07445845290848907,0.3891564426286171,0.4424708752687376,,,,0.0,0.5556600963320077,,,,,,C,
144.7,430.0,31.0,5.7,791.0451761922759,113.69999999999999,144.7,0.5435846307410915,0.16851123552973837,0.4222405741523677,0.610982110798476,,,,0.0,0.5435846307410914,,,,,,C,
176.0,400.0,31.3,5.7,798.700452090911,144.7,175.25000000000003,0.5008135389842882,0.15299853615970022,0.4359376016879749,0.7639806469581762,,,,0.0,0.5008135389842882,,,,,,C,
202.20000000000002,450.0,27.7,5.7,706.8371413072917,175.25000000000003,202.20000000000002,0.6366388715337273,0.17157417587833945,0.46268784512191674,0.9355548228365157,,,,0.0,0.6366388715337273,,,,,,C,
231.9,490.0,29.7,5.7,757.872313964858,202.20000000000002,231.89999999999998,0.646546906346972,0.19202443118505041,0.48623512463198193,1.1275792540215661,,,,0.0,0.6465469063469719,,,,,,C,
264.0,550.0,32.1,5.7,819.1145211539374,231.89999999999998,260.4,0.6714567814341527,0.19136518270873348,0.5065070801575652,1.3189444367302996,,,,0.0,0.6714567814341527,,,,,,C,
288.3,445.0,31.5,5.7,803.8039693566676,260.4,288.29999999999995,0.5536175696621156,0.15445930193573013,0.5110661597870378,1.4734037386660297,,,,0.0,0.5536175696621156,,,,,,C,
317.0,430.0,28.7,5.7,732.3547276360748,288.29999999999995,314.59999999999997,0.587147162124524,0.15441970363874988,0.5174263961553655,1.6278234423047795,,,,0.0,0.5871471621245239,,,,,,C,
337.4,380.0,25.2,5.7,643.043175485334,314.59999999999997,337.4,0.5909401024483257,0.13473434335821832,0.5223941273452869,1.762557785662998,,3.1,,3.1,0.5423063114630369,,,,,,C,3.1 cm Ice lens @ 20.3 
366.0,390.0,28.6,5.7,729.8029690031966,337.4,366.0,0.5343908103480075,0.15283577175953028,0.5233315730662645,1.9153935574225283,,,,0.0,0.5343908103480074,,,,,,C,
389.7,315.0,23.7,5.7,604.7667959921594,366.0,389.7,0.5208619290733744,0.12344427719038967,0.5231813791667739,2.038837834612918,,,,0.0,0.5208619290733745,,,,,,C,
417.2,360.0,27.5,5.7,701.7336240415352,389.7,417.20000000000005,0.5130151779340871,0.14107917393187425,0.522511267628186,2.179917008544792,,,,0.0,0.5130151779340871,,,,,,C,
