SBD,mass,length,diameter,volume,layer_top,layer_bottom,layer_density,layer_SWE,cumulative_density,cumulative_SWE,ice_lens_height_all,ice_lens_thick_all,ice_lens_height_sum,ice_lens_thick_sum,density_no_ice,annual_layer_depth,annual_layer_year,LWC,temperature,grain_size,measurement_type,Comments
10.0,210,10.0,,966.0,0.0,10.0,0.21739130434782608,0.021739130434782608,0.21739130434782608,0.021739130434782608,,,,0.0,0.21739130434782608,,,,,,P,
20.0,275,10.0,,966.0,10.0,20.0,0.28467908902691513,0.028467908902691512,0.2510351966873706,0.05020703933747412,,,,0.0,0.28467908902691513,,,,,,P,
30.0,280,10.0,,966.0,20.0,30.0,0.2898550724637681,0.028985507246376812,0.26397515527950305,0.07919254658385093,,,,0.0,0.2898550724637681,,,,,,P,
40.0,280,10.0,,966.0,30.0,40.0,0.2898550724637681,0.028985507246376812,0.27044513457556935,0.10817805383022774,,,,0.0,0.2898550724637681,,,,,,P,
50.0,310,10.0,,966.0,40.0,50.0,0.32091097308488614,0.03209109730848861,0.2805383022774327,0.14026915113871635,,,,0.0,0.32091097308488603,,,,,,P, 
60.0,315,10.0,,966.0,50.0,60.0,0.32608695652173914,0.03260869565217392,0.2881297446514838,0.17287784679089027,,,,0.0,0.3260869565217392,,,,,,P,
70.0,330,10.0,,966.0,60.0,70.0,0.3416149068322981,0.03416149068322981,0.29577048210588586,0.20703933747412007,,,,0.0,0.34161490683229806,,,,,,P,
80.0,330,10.0,,966.0,70.0,80.0,0.3416149068322981,0.03416149068322981,0.30150103519668736,0.2412008281573499,,,,0.0,0.34161490683229806,,,,,,P,
90.0,340,10.0,,966.0,80.0,90.0,0.35196687370600416,0.035196687370600416,0.30710835058661146,0.27639751552795033,,,,0.0,0.35196687370600416,,,,,,P,
100.0,340,10.0,,966.0,90.0,100.0,0.35196687370600416,0.035196687370600416,0.3115942028985508,0.3115942028985508,,,,0.0,0.35196687370600416,,,,,,P,
110.0,350,10.0,,966.0,100.0,113.0,0.36231884057971014,0.04710144927536231,0.3174297806848788,0.3586956521739131,,,,0.0,0.3623188405797101,,,,,,P,
140.0,230,24.0,5.7,612.4220718907943,113.0,140.0,0.3755579861612386,0.10140065626353442,0.3286402203124625,0.46009630843744753,,,,0.0,0.37555798616123853,,,,,,C,
163.0,210,23.0,5.7,586.9044855620111,140.0,163.0,0.357809499102579,0.08229618479359317,0.33275613081658934,0.5423924932310407,,,,0.0,0.357809499102579,,,,,,C,
185.0,220,22.0,5.7,561.3868992332281,163.0,185.0,0.39188659425520556,0.08621505073614522,0.3397878616038843,0.6286075439671859,,,,0.0,0.3918865942552055,,,,,,C,
209.0,255,24.0,5.7,612.4220718907943,185.0,209.0,0.41637950639615584,0.0999310815350774,0.34858307440299674,0.7285386255022632,,,,0.0,0.4163795063961559,,,,,,C,
234.0,290,25.0,5.7,637.9396582195774,209.0,234.0,0.45458844933603837,0.11364711233400959,0.35990843497276614,0.8421857378362728,,,,0.0,0.45458844933603837,,,,,,C,
262.5,320,28.5,5.7,727.2512103703182,234.0,262.5,0.440013018111108,0.12540371016166577,0.3686055039992147,0.9675894479979386,,,,0.0,0.440013018111108,,,,,,C,
293.5,360,31.0,5.7,791.0451761922759,262.5,293.5,0.45509410945765805,0.141079173931874,0.37774058668818145,1.1086686219298125,,,,0.0,0.4550941094576581,,,,,,C,
322.5,350,29.0,5.7,740.0100035347098,293.5,322.5,0.47296657927352387,0.1371603079893219,0.38630354416097196,1.2458289299191345,,,,0.0,0.4729665792735239,,,,,,C,
349.5,330,27.0,5.7,688.9748308771435,322.5,349.5,0.47897250408969566,0.12932257610421782,0.3934625196061094,1.3751515060233523,,,,0.0,0.4789725040896956,,,,,,C,
365.5,200,16.0,5.7,408.28138126052954,349.5,365.5,0.48985824281900686,0.0783773188510411,0.39768230502719387,1.4535288248743934,,,,0.0,0.4898582428190068,,,,,,C,
391.5,330,26.0,5.7,663.4572445483606,365.5,391.5,0.49739452347776075,0.1293225761042178,0.4043043169804882,1.5828514009786112,,,,0.0,0.49739452347776075,,,,,,C,
419.5,350,28.0,5.7,714.4924172059267,391.5,419.5,0.48985824281900686,0.1371603079893219,0.4100147101234644,1.7200117089679332,,,,0.0,0.4898582428190068,,,,,,C,
442.5,290,23.0,5.7,586.9044855620111,419.5,442.5,0.49411787971308524,0.1136471123340096,0.4143861743055238,1.833658821301943,,,,0.0,0.49411787971308524,,,,,,C,
464.5,290,22.0,5.7,561.3868992332281,442.5,464.5,0.5165777833364072,0.11364711233400959,0.4192262505136604,1.9473059336359526,,,,0.0,0.5165777833364072,,,,,,C,
490.5,340,26.0,5.7,663.4572445483606,464.5,490.5,0.5124670847952687,0.13324144204676988,0.42416868005763964,2.0805473756827224,,,,0.0,0.5124670847952688,,,,,,C,
