time,BDOT,RAIN,TS,SMELT,SUBLIM,RHOS
2016-08-27,0.27611706559296734,3.8296925162418702,272.3583333333333,9.572660747827367,0.0,210.17950178136508
2016-08-28,1.5197905671963763,3.302189462963745,270.0875,4.883790753726098,0.0,233.04406466337082
2016-08-29,0.023325399364992682,1.3117803257729136e-05,264.56666666666666,4.660598598255827,0.0,239.17335856011354
2016-08-30,1.0058745786530035e-05,1.3287617904216352e-08,262.72291666666666,7.308077985006585,0.0,245.45447716116144
2016-08-31,5.568933883338502e-11,6.297790770597376e-11,262.4520833333333,8.038927127774755,0.0,252.96644894531497
2016-09-01,0.10710262139997932,0.33568323271990785,263.53541666666666,7.734532977709717,0.0,260.3521121939764
2016-09-02,0.10634521458129909,0.14769800935035518,264.62916666666666,8.092562475759637,0.0,275.36351353321396
2016-09-03,0.021325872328749752,0.0067821630065869574,266.2125,7.183534660271153,0.0,292.40966639848136
2016-09-04,14.369384725222718,1.0129287974816708,270.16041666666666,2.529361329923454,0.0,279.9159874120649
2016-09-05,21.868789799307418,0.0,271.91041666666666,0.9756662599317137,0.0,202.83905898285525
2016-09-06,8.73645606114562,1.936205897689467,271.7645833333333,1.6353567334073693,0.0,154.76419534582905
2016-09-07,23.49645237361343,0.0,271.12916666666666,1.396340723063123,0.0,144.5749553429838
2016-09-08,13.041537378635658,0.0,268.5145833333333,0.8762908988241203,0.0,114.89810456863404
2016-09-09,4.292567395162696,0.0,263.69166666666666,0.803363520973922,0.0,116.54811718256265
2016-09-10,0.2234400783509334,4.81680964038948e-16,259.5875,0.560105889286727,0.0,134.20375700172943
2016-09-11,80.18069544613275,0.0,267.0770833333333,0.025082056467682256,0.0,152.02238005112886
2016-09-12,90.48287982934178,14.660984785062091,272.43125,3.524568023851041,0.0,197.96916587694332
2016-09-13,13.574987384576144,0.0,263.1083333333333,0.1900244807433703,0.0,142.73703129896225
2016-09-14,21.97968424704657,2.1684043449710089e-16,265.62916666666666,0.04998684329722457,0.0,130.138273414782
2016-09-15,38.39354671562818,0.0,268.3895833333333,0.010820129114733183,0.0,126.61533392875064
2016-09-16,14.73275066750095,1.0842021724855044e-16,267.2958333333333,0.24762577664400542,0.0,123.10861220250685
2016-09-17,15.02175001360767,0.0,268.69166666666666,0.2177092226604109,0.0,112.83558120515688
2016-09-18,8.750316993548404,0.0,262.3375,0.11391737837624197,0.0,103.99493081662793
2016-09-19,1.7199502627718934,0.0,261.6708333333333,0.19864314498762775,0.0,107.59247067484075
2016-09-20,75.09128201656219,8.673617379884035e-16,268.2125,0.000651370950347792,0.0,137.96681829493352
2016-09-21,103.96295937017422,0.0,269.0145833333333,0.0,0.0,198.7917534069915
2016-09-22,51.0795143909409,2.1684043449710089e-16,263.72291666666666,0.0,0.0,154.9976053419007
2016-09-23,41.65166745135212,0.0,263.30625,0.0,0.0,139.6654044527557
2016-09-24,47.62245546420921,0.0,265.6395833333333,0.0,0.0,101.75238752232185
2016-09-25,16.551682029999213,0.0,262.59791666666666,0.0,0.0,60.30170059705468
2016-09-26,0.7336993306471074,0.0,253.77499999999998,0.2443090163042048,0.0,63.077593289100356
2016-09-27,0.133255486303831,0.0,248.14999999999998,0.3806809089538746,0.0,77.51899437468997
2016-09-28,10.967667950058587,0.0,256.2645833333333,0.012252666008136268,0.0,87.15146365018693
2016-09-29,1.6254611473567935,0.0,256.9833333333333,0.17634824437602556,0.0,81.78681966249617
2016-09-30,3.1088722161502864e-08,0.0,258.0875,0.34574607142489355,0.0,88.69928696549403
2016-10-01,0.12704780308233868,1.3552527156068805e-17,258.09791666666666,0.313493990728712,0.0,106.68145492899627
2016-10-02,16.402089178004026,3.2526065174565133e-16,264.94166666666666,0.0020419821330605256,0.0,89.13719627684213
2016-10-03,8.353323660293281,0.0,262.7020833333333,0.061072614899880244,0.0,65.51555131523091
2016-10-04,3.05723053813172,0.0,259.2333333333333,0.07906582151669121,0.0,69.71010995314954
2016-10-05,0.0007329764541044184,0.0,247.68124999999998,0.3050258045769224,0.0,75.42591994125918
2016-10-06,4.8912643255001287e-20,0.0,245.63958333333332,0.4147196415337504,0.0,82.70136892363762
2016-10-07,1.883574860634499e-15,0.0,245.92083333333332,0.3766749685004458,0.0,89.4734855028553
2016-10-08,9.101061963473452e-05,0.0,248.22291666666663,0.4088222644293842,0.0,95.54220289947163
2016-10-09,2.5993991931053038,1.3552527156068805e-17,259.31666666666666,0.10380607613763956,0.0,99.36467012314164
2016-10-10,0.004841070681069464,0.0,260.62916666666666,0.23288287749089634,0.0,102.96857073055976
2016-10-11,0.00017837697304317853,1.6543612251060553e-21,258.09791666666666,0.24835898099917025,0.0,107.50718824859224
2016-10-12,1.2724729632610876e-07,1.6155871338926322e-24,251.87916666666663,0.33254916988073613,0.0,112.71125659509329
2016-10-13,9.296937719256398e-17,0.0,249.95208333333332,0.35724012395484916,0.0,136.30395376679508
2016-10-14,0.09393164682679678,0.0,247.77499999999998,0.3817223149037186,0.0,162.66435223614337
2016-10-15,1.0453513431504469,4.2351647362715017e-19,240.11874999999998,0.38085786642861535,0.0,166.7843790677229
2016-10-16,3.206320279844804,1.3552527156068805e-17,246.32708333333332,0.13060728571511748,0.0,157.7055738821829
2016-10-17,3.8856206766367904,2.710505431213761e-17,249.36874999999998,0.006540952071562422,0.0,139.3445478501533
2016-10-18,5.728447958900712,0.0,253.16041666666663,0.0016444945261990284,0.0,114.08252128829697
2016-10-19,0.00447915336623305,0.0,250.41041666666663,0.065346745742796,0.0,94.86622476101066
2016-10-20,12.585004327726253,0.0,253.16041666666663,0.0,0.0,86.83775671285652
2016-10-21,1.5766506787016987,0.0,247.80624999999998,0.0,0.0,59.31418535681033
2016-10-22,0.0986780810437757,4.2351647362715017e-19,240.11874999999998,0.046639836233706336,0.0,64.84390028776524
2016-10-23,4.231152217017618e-11,0.0,239.58749999999998,0.0170612257500767,0.0,107.16846863732128
2016-10-24,3.199535656790005e-15,0.0,242.23333333333332,0.06543400786206872,0.0,112.41009606821865
2016-10-25,2.4400179895005868e-09,0.0,247.07708333333332,0.1036183285443759,0.0,117.19359783725888
2016-10-26,0.00323896346382972,0.0,254.85833333333332,0.09856504835255983,0.0,121.45342392286209
2016-10-27,3.058019235189832e-08,0.0,246.08749999999998,0.17431622059862562,0.0,125.68954829276561
2016-10-28,12.354171860345822,0.0,250.89999999999998,0.03832526661941746,0.0,128.9986356686585
2016-10-29,30.43218615985068,0.0,263.75416666666666,0.0,0.0,121.12976240624805
2016-10-30,30.01405973598536,0.0,262.74375,0.0,0.0,95.45388768402036
2016-10-31,18.702381903315164,5.421010862427522e-17,257.16041666666666,0.0,0.0,97.14691680887124
2016-11-01,0.003298952449605498,0.0,250.58749999999998,0.0,0.0,92.80938492563348
2016-11-02,5.34656175992027,0.0,253.44166666666663,0.0,0.0,94.17657918896276
2016-11-03,0.033139687177628906,0.0,248.57708333333332,0.0,0.0,96.34676585866413
2016-11-04,0.2133995981597503,0.0,249.93124999999998,0.0,0.0,100.43398944051758
2016-11-05,6.564022809625985,0.0,254.97291666666663,0.0,0.0,94.65104824903655
2016-11-06,1.1614090908986816,0.0,243.69166666666663,0.0,0.0,70.34710890242813
2016-11-07,11.49512687152368,1.0842021724855044e-16,257.53541666666666,0.0,0.0,61.15201786939872
2016-11-08,5.503479677781953,0.0,255.22291666666663,0.0,0.0,61.21586427504197
2016-11-09,2.695622115071338,5.421010862427522e-17,255.51458333333332,0.0,0.0,66.62841033809842
2016-11-10,27.323602372079986,5.421010862427522e-17,258.72291666666666,0.0,0.0,65.70825337533235
2016-11-11,36.95136488165833,0.0,257.18125,0.0,0.0,75.95643042700824
2016-11-12,2.2914478449924145,0.0,250.97291666666663,0.0,0.0,73.4590353080901
2016-11-13,0.4384806626483161,8.271806125530277e-22,252.80624999999998,0.0,0.0,76.81692462916914
2016-11-14,13.264661923936082,0.0,250.20208333333332,0.0,0.0,75.73661720805711
2016-11-15,1.2163529733352787,0.0,249.94166666666663,0.0,0.0,79.31443465512469
2016-11-16,2.4740863846048162,0.0,244.01458333333332,0.0,0.0,80.89728480166211
2016-11-17,0.7796443885905635,0.0,238.20208333333332,0.0,0.0,82.38839115475105
2016-11-18,0.017366011504695893,0.0,239.31666666666663,0.0,0.0,86.26096842069752
2016-11-19,0.01642543113596522,4.2351647362715017e-19,241.67083333333332,0.0,0.0,89.9799951146925
2016-11-20,0.4504159470262947,0.0,234.74374999999998,0.0,0.0,93.24408505715041
2016-11-21,10.117757601410464,1.6155871338926322e-24,248.63958333333332,0.0,0.0,69.28303014578368
2016-11-22,2.6910570923523514e-07,0.0,238.60833333333332,0.0,0.0,66.50029280292398
2016-11-23,2.1866950044781179e-07,0.0,237.74374999999998,0.0,0.0,70.7015193832005
2016-11-24,0.007285435056803766,6.462348535570529e-24,235.76458333333332,0.0,0.0,74.43274464628956
2016-11-25,1.7827288000356931,0.0,250.53541666666663,0.0,0.0,81.30601663900767
2016-11-26,3.029846128807251,8.809142651444724e-17,247.32708333333332,0.0,0.0,76.5609820443462
2016-11-27,0.8635127763506263,0.0,243.54583333333332,0.0,0.0,71.41801770432274
2016-11-28,0.008338760876692533,1.3234889800848443e-20,221.63958333333332,0.0,0.0,74.57652280238766
2016-11-29,0.021478330325310227,0.0,224.26458333333332,0.0,0.0,77.62560852882531
2016-11-30,6.880680738018053,5.293955920339377e-20,229.31666666666663,0.0,0.0,92.92811964619081
2016-12-01,7.154214188400511,2.710505431213761e-17,249.97291666666663,0.0,0.0,60.583311966171884
2016-12-02,0.7414572877227693,0.0,243.38958333333332,0.0,0.0,63.23601520955351
2016-12-03,1.6050661473746732,0.0,241.61874999999998,0.0,0.0,65.3607642876269
2016-12-04,0.1819106492960967,8.470329472543003e-19,231.05624999999998,0.0,0.0,68.05586134234933
2016-12-05,0.026080505287687544,0.0,234.13958333333332,0.0,0.0,71.32682528024618
2016-12-06,0.002421926569013058,0.0,229.97291666666663,0.0,0.0,74.51621070760945
2016-12-07,0.15721465464337597,0.0,239.02499999999998,0.0,0.0,77.40064029969635
2016-12-08,0.09540683433084958,0.0,236.89999999999998,0.0,0.0,79.68749993707182
2016-12-09,0.7239919229761929,0.0,235.76458333333332,0.0,0.0,81.06578568668506
2016-12-10,9.488795141346279e-12,0.0,237.47291666666663,0.0,0.0,83.2859210226892
2016-12-11,2.9861444325869875e-10,1.2621774483536189e-26,235.60833333333332,0.0,0.0,106.74165259122185
2016-12-12,3.603019604309624e-13,1.232595164407831e-29,234.26458333333332,0.0,0.0,109.33972593280266
2016-12-13,0.019032782796790833,3.3103380373460033e-21,238.20208333333332,0.0,0.0,111.8099251974481
2016-12-14,0.0001091219571873905,0.0,239.13958333333332,0.0,0.0,114.18968543210202
2016-12-15,2.030671242518471,0.0,252.88958333333332,0.0,0.0,115.31564795239076
2016-12-16,21.32128752960329,0.0,254.50416666666663,0.0,0.0,82.9763741736056
2016-12-17,22.754172278936604,0.0,254.37916666666663,0.0,0.0,73.64921235243273
2016-12-18,4.158545079361166,0.0,249.02499999999998,0.0,0.0,65.42339361791959
2016-12-19,10.270901534583974,0.0,254.39999999999998,0.0,0.0,61.59227976264814
2016-12-20,4.259881902002235,0.0,250.96249999999998,0.0,0.0,61.80929399186325
2016-12-21,0.625090000399173,6.776263578034403e-18,241.31666666666663,0.0,0.0,65.84832803364884
2016-12-22,0.5772910252635882,2.710505431213761e-17,229.34791666666663,0.0,0.0,70.26520266075606
2016-12-23,4.536729638944055,1.0842021724855044e-16,248.63958333333332,0.0,0.0,69.24625381467116
2016-12-24,11.074883750452317,0.0,250.54583333333332,0.0,0.0,68.23076192012783
2016-12-25,19.0446652650855,0.0,254.96249999999998,0.0,0.0,69.4213414364153
2016-12-26,0.6929908651130837,0.0,250.36874999999998,0.0,0.0,70.20680548110889
2016-12-27,0.9750822994602141,1.3552527156068805e-17,250.13958333333332,0.0,0.0,75.02324456740804
2016-12-28,4.854044472923815,0.0,246.47291666666663,0.0,0.0,73.92739038786388
2016-12-29,28.931818435802782,0.0,249.37916666666663,0.0,0.0,64.97229774041732
2016-12-30,38.27460563351051,0.0,253.02499999999998,0.0,0.0,75.67995272761806
2016-12-31,12.30087025573503,0.0,253.64999999999998,0.0,0.0,94.3430909571182
2017-01-01,0.04142922069872768,0.0,250.61874999999998,0.0,0.0,102.80030458978321
2017-01-02,3.87958400211257e-07,0.0,247.82708333333332,0.0,0.0,104.43757554165516
2017-01-03,0.29299984894072434,6.776263578034403e-18,253.60833333333332,0.0,0.0,106.32610111017186
2017-01-04,5.977943613636105,2.1175823681357508e-19,250.67083333333332,0.0,0.0,96.37524153623326
2017-01-05,9.252769785175914,0.0,247.11874999999998,0.0,0.0,88.38929911945274
2017-01-06,0.004544788156965597,0.0,239.42083333333332,0.0,0.0,88.79080465927757
2017-01-07,1.0670613232888393e-08,2.5243548967072378e-26,238.71249999999998,0.0,0.0,91.74215867782004
2017-01-08,6.4003868142045625e-09,0.0,241.68124999999998,0.0,0.0,94.50836362425575
2017-01-09,3.8253876710903194e-15,0.0,244.11874999999998,0.0,0.0,105.10944817832221
2017-01-10,0.0,0.0,245.38958333333332,0.0,0.0,107.83901668460116
2017-01-11,0.058954022394721715,5.2942790377661556e-20,240.92083333333332,0.0,0.0,110.36717560179682
2017-01-12,0.09733431562997126,1.6940658945086007e-18,227.42083333333332,0.0,0.0,112.49069941087119
2017-01-13,5.87413795172286,0.0,244.27499999999998,0.0,0.0,104.24220865353921
2017-01-14,8.371117419998832,3.1763735522036263e-19,246.68124999999998,0.0,0.0,79.58348053165561
2017-01-15,0.3649534287640074,0.0,228.84791666666663,0.0,0.0,77.17343051921632
2017-01-16,8.262285378630477,0.0,248.77499999999998,0.0,0.0,70.49200380404999
2017-01-17,0.931902323219693,0.0,229.59791666666663,0.0,0.0,68.5234332433007
2017-01-18,0.005950670632999345,2.6469779601696886e-20,216.69166666666663,0.0,0.0,72.10120297065059
2017-01-19,3.1881564674135747,2.7131524091739308e-17,232.21249999999998,0.0,0.0,74.59358171923975
2017-01-20,6.6777970690679656,0.0,247.37916666666663,0.0,0.0,63.00320162610308
2017-01-21,0.5669550021039379,0.0,239.68124999999998,0.0,0.0,62.47358321147476
2017-01-22,0.5673751755247084,0.0,238.64999999999998,0.0,0.0,65.39950884635637
2017-01-23,13.565915308458298,0.0,249.11874999999998,0.0,0.0,63.89600030268705
2017-01-24,13.534386421544879,1.0842021724855044e-16,253.34791666666663,0.0,0.0,54.72749337498707
2017-01-25,20.867680403503787,0.0,255.81666666666663,0.0,0.0,56.35893317889301
2017-01-26,43.04883816886082,0.0,256.525,0.0,0.0,84.92413013739
2017-01-27,12.606974786211175,0.0,251.46249999999998,0.0,0.0,117.71595209548475
2017-01-28,15.311882796116917,0.0,253.39999999999998,0.0,0.0,78.5512505882187
2017-01-29,1.472558911212691,1.6940658945086007e-18,243.69166666666663,0.0,0.0,69.66143876179856
2017-01-30,34.24324662854477,1.3552527156068805e-17,251.46249999999998,0.0,0.0,76.03083778787887
2017-01-31,32.33425204068829,2.1684043449710089e-16,257.68125,0.0,0.0,103.29118673495873
2017-02-01,1.8328166987103744,0.0,246.75416666666663,0.0,0.0,91.72257828448596
2017-02-02,5.892869203054499e-07,0.0,240.86874999999998,0.0,0.0,95.58716022653762
2017-02-03,1.2429102845199502e-09,0.0,246.67083333333332,0.0,0.0,99.53949887155532
