,BDOT,SMELT,RAIN,TS
1980-01-01,73.59276919180297,0.0,0.0,235.75803
1980-02-01,50.131675535234265,0.0,0.0,246.58301
1980-03-01,60.984697002518764,0.0,0.0,247.42145
1980-04-01,80.63507599318095,0.0,0.0,255.91777
1980-05-01,90.31216926889762,0.0,0.0,260.77002
1980-06-01,69.93925897381936,180.78134210200557,151.54195304692405,262.63452
1980-07-01,0.0,633.9906993076657,268.46971107400645,268.9628
1980-08-01,48.10755258201327,247.79358538638263,169.1076041572932,261.49896
1980-09-01,152.64962576998545,0.0,0.0,258.1678
1980-10-01,131.15135962114613,0.0,0.0,254.31001
1980-11-01,67.37272796798719,0.0,0.0,247.20557
1980-12-01,61.94400684300723,0.0,0.0,228.09247
1981-01-01,64.13117949992974,0.0,0.0,250.42017
1981-02-01,91.09562635336054,0.0,0.0,245.19223
1981-03-01,40.287535839699906,0.0,0.0,250.98392
1981-04-01,30.76599181965235,0.0,0.0,251.54617
1981-05-01,102.77432612168279,0.0,0.0,261.56927
1981-06-01,57.01049493684121,209.78901137111922,219.7508194063212,261.897
1981-07-01,0.0,391.70747771527726,378.209520127791,262.76685
1981-08-01,71.37678571028493,221.83057432716822,309.29931824442605,261.9825
1981-09-01,153.82995909826033,0.0,0.0,258.92444
1981-10-01,214.04466320275733,0.0,0.0,252.68645
1981-11-01,93.22625969489425,0.0,0.0,243.76094
1981-12-01,47.276190015974244,0.0,0.0,239.6988
1982-01-01,12.332821046559499,0.0,0.0,229.19528
1982-02-01,47.7753153660243,0.0,0.0,237.89429
1982-03-01,82.62990101194438,0.0,0.0,245.16396
1982-04-01,87.12541319988368,0.0,0.0,252.24666
1982-05-01,61.527073887832984,0.0,0.0,259.76297
1982-06-01,127.07594616593609,81.14419348031917,56.325037784503444,262.6317
1982-07-01,0.0,620.5584523154375,231.85703567530598,268.9628
1982-08-01,0.0,309.07209043179654,127.16508812451765,262.40805
1982-09-01,246.65642093117648,0.0,0.0,260.5775
1982-10-01,179.37403055495025,0.0,0.0,246.72623
1982-11-01,68.02943222456673,0.0,0.0,244.92497
1982-12-01,81.5336502522503,0.0,0.0,243.7068
1983-01-01,45.63000098709015,0.0,0.0,236.54706
1983-02-01,24.010671835888115,0.0,0.0,243.58214
1983-03-01,33.98270343783287,0.0,0.0,246.1542
1983-04-01,112.0527487186599,0.0,0.0,255.79344
1983-05-01,102.77027249344577,0.0,0.0,260.76706
1983-06-01,0.0,300.580556268902,143.08274067151953,262.12576
1983-07-01,0.0,651.8502007568252,258.29595153352545,268.9628
1983-08-01,143.00104609393748,160.6972662330094,195.18166392449328,262.45236
1983-09-01,246.51604718105156,0.0,0.0,256.8216
1983-10-01,234.04216722507275,0.0,0.0,251.82814
1983-11-01,36.46687088477125,0.0,0.0,246.4447
1983-12-01,30.831081748033803,0.0,0.0,239.14937
1984-01-01,120.98947559976392,0.0,0.0,241.01283
1984-02-01,71.90504471767628,0.0,0.0,240.90889
1984-03-01,45.216904810783916,0.0,0.0,251.58774
1984-04-01,55.1619718512788,0.0,0.0,254.3756
1984-05-01,57.00070424632143,0.0,0.0,259.9574
1984-06-01,25.19080471917945,236.52939670432372,215.2146158730515,262.69235
1984-07-01,0.0,485.83393348216947,252.25552047470507,268.9628
1984-08-01,19.72980692418594,252.58102197503885,186.8977459687286,259.853
1984-09-01,67.89165766311258,0.0,0.0,259.79
1984-10-01,78.65001018603031,0.0,0.0,250.55829
1984-11-01,50.3883396718414,0.0,0.0,241.01143
1984-12-01,139.89836306609135,0.0,0.0,241.18036
1985-01-01,150.44004034357897,0.0,0.0,250.25085
1985-02-01,96.2802114943454,0.0,0.0,235.96956
1985-03-01,100.43037301625061,0.0,0.0,247.08401
1985-04-01,102.22921831914275,0.0,0.0,250.04807
1985-05-01,83.57780019087744,0.0,0.0,259.17224
1985-06-01,285.8705508379655,0.0,0.0,262.3554
1985-07-01,0.0,625.4252031892818,173.86922695446427,268.9628
1985-08-01,127.32523830381692,134.68087378566867,123.9562134176066,262.00632
1985-09-01,243.8385635394337,0.0,0.0,259.2958
1985-10-01,76.72716083096937,0.0,0.0,248.72888
1985-11-01,47.86608017277651,0.0,0.0,239.39256
1985-12-01,163.86729348899846,0.0,0.0,248.97736
1986-01-01,99.61315148691368,0.0,0.0,244.20966
1986-02-01,50.74140209742988,0.0,0.0,243.30627
1986-03-01,66.86549920992314,0.0,0.0,243.0299
1986-04-01,67.89093521049824,0.0,0.0,249.3461
1986-05-01,80.15638737255054,0.0,0.0,259.8331
1986-06-01,71.21125766352426,153.79163900852998,99.17907777688545,262.46127
1986-07-01,0.0,695.5095852827644,228.8225075421527,268.9628
1986-08-01,150.94186639299127,67.30149470674527,49.380592305588095,262.17154
1986-09-01,129.8148936935103,0.0,0.0,258.89758
1986-10-01,181.82483084337588,0.0,0.0,252.80998
1986-11-01,92.81963798310274,0.0,0.0,242.43732
1986-12-01,151.8175678782666,0.0,0.0,248.09763
1987-01-01,171.68421343080018,0.0,0.0,244.74663
1987-02-01,50.12226090428833,0.0,0.0,245.16768
1987-03-01,17.264334311477565,0.0,0.0,244.26746
1987-04-01,65.37109689368852,0.0,0.0,253.59074
1987-05-01,62.617466510675335,0.0,0.0,261.06555
1987-06-01,156.0881700797288,39.81370991557132,27.69345323599516,262.65573
1987-07-01,0.0,668.8387100252887,295.96001676817826,268.9628
1987-08-01,0.0,381.0310370368332,95.63893134453167,268.9628
1987-09-01,280.84377935259914,0.0,0.0,259.38684
1987-10-01,180.72743616538273,0.0,0.0,254.9055
1987-11-01,91.89081165786197,0.0,0.0,247.03168
1987-12-01,85.7735974522594,0.0,0.0,242.61388
1988-01-01,43.02270952004114,0.0,0.0,241.4098
1988-02-01,108.16229169657257,0.0,0.0,244.5106
1988-03-01,109.06393878328802,0.0,0.0,249.72714
1988-04-01,71.33619597837051,0.0,0.0,254.98094
1988-05-01,163.73292317340406,0.0,0.0,261.64874
1988-06-01,28.118250992058,230.74454404297416,193.84604653171914,262.87546
1988-07-01,0.0,705.9178857618805,214.2914576093751,268.9628
1988-08-01,0.0,312.6644946166672,189.76577288298236,261.79718
1988-09-01,122.12014218602073,0.0,0.0,259.0702
1988-10-01,223.06041751154945,0.0,0.0,250.4245
1988-11-01,64.70643798781623,0.0,0.0,241.28235
1988-12-01,140.57738843172555,0.0,0.0,244.62148
1989-01-01,90.28783759230599,0.0,0.0,231.60985
1989-02-01,26.977187364209556,0.0,0.0,242.82257
1989-03-01,38.08804074455448,0.0,0.0,242.10703
1989-04-01,79.42006175210456,0.0,0.0,256.0565
