time,BDOT,RAIN,TS,SMELT,SUBLIM,SRHO
8/18/1980,20.05471323,0.824541671,270.74375,0.468190427,0,157.1013283
8/19/1980,7.017111862,2.433502459,269.80625,1.604587056,0,151.7131145
8/20/1980,49.12008477,0,269.4833333,0.080148871,0,132.5946701
8/21/1980,12.26909175,0,269.4833333,0.272306953,0,130.504914
8/22/1980,12.61385765,0.318412793,270.2958333,0.371386544,0,132.4007253
8/23/1980,0.789497275,0.546701141,265.4104167,1.93008982,0,140.8214762
8/24/1980,0.019410176,0.31065772,265.4729167,8.763132644,0,153.6082372
8/25/1980,2.005503623,0.932900596,265.5979167,3.244450955,0,171.314182
8/26/1980,2.329662523,1.41030273,268.3895833,6.524639926,0,176.5975338
8/27/1980,1.424360708,0.325705963,267.18125,6.116925424,0,186.6661473
8/28/1980,10.19058415,0.574205336,270.3270833,3.701298238,0,184.6373404
8/29/1980,5.405850762,1.437185373,268.8895833,1.198738119,0,183.0618104
8/30/1980,0.499455374,0.098225403,265.6708333,4.61727081,0,194.6383668
8/31/1980,6.822891156,1.706049308,267.15,2.348237018,0,218.2801153
9/1/1980,41.47776019,0,267.4729167,0.916253604,0,177.3109487
9/2/1980,3.346367661,0,257.6604167,0.529256619,0,153.8774305
9/3/1980,14.41792218,0,261.8375,0.005731317,0,145.939134
9/4/1980,1.329435795,0,261.2229167,0.299688617,0,146.8393026
9/5/1980,0.383279291,0,256.8895833,0.747808443,0,135.3365987
9/6/1980,0.532103812,0,260.8583333,1.080585096,0,136.2801048
9/7/1980,0.145980112,0,260.2645833,1.564547334,0,142.1100226
9/8/1980,0.247833143,0.050149498,264.8895833,3.028051102,0,171.1054284
9/9/1980,3.762318407,0,267.1604167,1.246468605,0,201.8970675
9/10/1980,5.645528525,2.71E-17,265.4104167,0.831874974,0,194.9868285
9/11/1980,1.328175574,0.027869803,263.5145833,1.362425052,0,194.3865686
9/12/1980,4.507563846,0,259.4729167,0.703466818,0,199.00757
9/13/1980,40.09946699,0,268.7020833,0.031575861,0,182.4738678
9/14/1980,16.14203494,0,271.8479167,0.00041527,0,167.8355435
9/15/1980,20.52879595,1.663692813,272.80625,1.40197615,0,164.0278777
9/16/1980,5.205070342,0,265.5979167,0.776755191,0,155.3721628
9/17/1980,0.034445063,0,256.7645833,0.896319247,0,162.1260915
9/18/1980,11.57932439,0,259.7333333,0.38768039,0,167.4978132
