time,BDOT,RAIN,TS,SMELT,SUBLIM
1980-04-15,20.214600844026034,5.421010862427522e-17,260.6083333333333,0.1212537269996884,0.0
1980-04-16,1.3830287577774443,2.710505431213761e-17,256.7020833333333,0.6355762502330284,0.0
1980-04-17,0.1480962422606709,0.0,255.79583333333332,0.770649860229976,0.0
1980-04-18,2.8682020721465165,0.0,258.16041666666666,0.793750887595929,0.0
1980-04-19,8.721396330491284,0.0,263.7333333333333,0.5256148584950417,0.0
1980-04-20,2.647364907382417,0.0,261.25416666666666,0.5760341898834213,0.0
1980-04-21,5.083791979568354,6.776263578034403e-18,261.49375,0.6145128143409618,0.0
1980-04-22,6.287636788233821,0.0,262.18125,0.7709585594764495,0.0
1980-04-23,0.9314257582360518,0.0,260.8895833333333,0.9254555922009502,0.0
1980-04-24,0.7430351323444077,0.0,260.19166666666666,0.6973989680569997,0.0
1980-04-25,1.7259258318227912,0.0,264.1083333333333,1.173621145522717,0.0
1980-04-26,9.90016243074909,5.759824041329242e-17,262.41041666666666,0.4026745302529413,0.0
1980-04-27,6.449090378324751,0.0,264.68125,2.254198045595593,0.0
1980-04-28,0.6809896305962699,0.0,264.68125,3.261258134775948,0.0
1980-04-29,5.462418493873041,0.0,265.11875,3.9952133348698524,0.0
1980-04-30,0.2480268985228247,0.0,262.97291666666666,4.669612133900597,0.0
1980-05-01,3.6780518389896395,0.0,267.2333333333333,7.253927577486552,0.0
1980-05-02,18.119819311140777,1.0842021724855044e-16,267.15,0.5014047268468943,0.0
1980-05-03,1.1356872291869031,1.3552527156068805e-17,264.0145833333333,1.029975625343598,0.0
1980-05-04,0.007841946292279267,0.0,258.25416666666666,1.2423486402806019,0.0
1980-05-05,0.016689205986623178,2.1142057593472616e-05,264.56666666666666,2.677551763612227,0.0
1980-05-06,4.838428591931744,0.0,266.94166666666666,1.1671632607067766,0.0
1980-05-07,0.2005241112269812,0.0,266.5458333333333,1.8204553826220502,0.0
1980-05-08,9.946636129638051,0.0,267.8270833333333,0.5470331555245296,0.0
1980-05-09,2.497357333729065,0.0,265.4833333333333,1.3812391102581356,0.0
1980-05-10,4.491032699308545,3.3881317890172014e-18,265.50416666666666,1.0784174558623443,0.0
1980-05-11,0.9576478917238186,0.0,259.025,1.394793557972439,0.0
1980-05-12,0.019476014985388226,3.454179548894267e-09,258.16041666666666,1.3351708540250147,0.0
1980-05-13,0.039594639666919056,0.0011307018822876136,263.275,2.0842306207865318,0.0
1980-05-14,1.3342348854364035,0.0,262.74375,1.294067179797879,0.0
1980-05-15,0.3430380289784025,2.1175823681357508e-19,267.19166666666666,6.063499823727003,0.0
1980-05-16,0.1411387785372465,0.0033041398041549048,267.09791666666666,12.224898974785233,0.0
1980-05-17,3.870857919916152,0.0,267.8375,1.9420524949866091,0.0
1980-05-18,0.3645483361168819,0.0002790776497293692,266.49375,3.7489172664861403,0.0
1980-05-19,0.24821134401432854,0.010375394267537348,267.49375,8.05144800281455,0.0
1980-05-20,32.210228494116045,3.3881317890172014e-18,267.9520833333333,2.3753262777600037,0.0
1980-05-21,9.499899624036516,0.0,267.37916666666666,0.702570592607827,0.0
1980-05-22,3.3354129146500737,0.0,264.5458333333333,1.03671967514499,0.0
1980-05-23,0.3063098434982536,0.008116106409172619,264.2645833333333,1.4419104218044472,0.0
1980-05-24,0.038399142383882735,0.07044703073352672,267.78541666666666,3.4796080769265147,0.0
1980-05-25,0.012964182286297199,0.02840780855772349,266.275,8.54575867555478,0.0
1980-05-26,0.188900437513697,0.0006719004976361434,266.93125,12.377048514660572,0.0
1980-05-27,4.501139984523738,0.46658040030830555,271.275,10.78892395477041,0.0
1980-05-28,3.4451019886480547,2.696944524871835,271.25416666666666,8.041756081038919,0.0
1980-05-29,1.699208009922527,0.03067981598042003,269.4833333333333,10.567832529328504,0.0
1980-05-30,9.668595233105155,0.9587609199814877,267.8375,2.3158732325095586,0.0
1980-05-31,4.1302105716599,2.710505431213761e-17,266.87916666666666,1.9006028905530878,0.0
1980-06-01,4.202606324187908,0.0,266.3583333333333,2.762883940036911,0.0
1980-06-02,10.090482939038298,0.33692665511843084,268.06666666666666,1.6384401704803235,0.0
1980-06-03,0.8095343370804218,0.6750902749949277,272.4625,14.540460744387664,0.0
1980-06-04,0.1966527744005874,0.03982946348937336,272.2333333333333,21.45663669945122,0.0
1980-06-05,0.0,0.000676700922792998,271.6395833333333,25.512684827464852,0.0
1980-06-06,0.0,0.5206699139256888,271.15,18.84914036787161,0.0
1980-06-07,0.5280538716251809,6.334220513691935,272.93125,18.30408985475903,0.0
1980-06-08,2.9929263353925113,3.5108726055348614,270.7958333333333,7.991309858798005,0.0
1980-06-09,0.15965647956668313,0.3817874254557579,268.50416666666666,17.156620262335103,0.0
1980-06-10,0.017951299440222505,3.0739196700538822,270.6395833333333,14.647854917203714,0.0
1980-06-11,3.1857314567547523,14.72091289816464,270.3895833333333,8.086703907297256,0.0
1980-06-12,17.66139274818703,7.812782423224883,272.00416666666666,5.361230849700434,0.0
1980-06-13,9.76333197380682,6.3255336051135576,270.74375,5.0481103803844904,0.0
1980-06-14,0.1976801512564638,3.9273299431140516,268.4625,11.745328449861189,0.0
1980-06-15,0.2953124535945281,6.904221688161954,270.93125,10.40900311031351,0.0
1980-06-16,0.3260552555039878,9.54982833165319,269.53541666666666,15.198837835528462,0.0
1980-06-17,18.476696702695115,78.34052893955982,271.93125,9.506133390705646,0.0
1980-06-18,23.62500997642361,1.0842021724855044e-16,269.18125,1.0418182236329323,0.0
